0,0
82.87339742040264,73
98.50888284819801,73
65.96969000988257,54
46.2709412050371,34
46.389654018972806,34
47.07440918375928,34
89.1403387922662,62
80.05623023850174,62
46.2709412050371,35.109544145216034
49.02030655467715,37.25335712127764
51.76967190431719,39.39717009733924
54.519037253957244,41.540983073400845
57.26840260359729,43.68479604946244
60.01776795323734,45.82860902552405
62.76713330287738,47.97242200158565
65.51649865251744,50.11623497764726
68.26586400215749,52.260047953708856
71.01522935179753,54.40386092977046
73.76459470143757,56.547673905832056
76.51396005107762,58.69148688189366
79.26332540071768,60.83529985795527
82.01269075035772,62.97911283401687
84.76205609999778,65.12292581007847
87.51142144963782,67.26673878614008
90.26078679927787,69.41055176220168
93.01015214891791,71.55436473826327
95.75951749855795,73.69817771432487
98.50888284819801,75.84199069038648
16.27,11.72
19.57,14.29
22.88,16.87
26.18,19.44
29.48,22.02
32.79,24.60
36.09,27.17
39.39,29.75
42.70,32.32
46.00,34.90
98.00,75.45
101.39,78.09
104.78,80.73
108.17,83.37
111.56,86.02
114.95,88.66
118.34,91.30
121.73,93.95
0,0
125.12,96.59
128.51,99.23
